RSI,ULTOSC,STOCHRSI,+DI,-DI,ROC,PD,CHANGE
42.0826,36.8651,57.0872,11.8653,25.7604,-0.2486,0.2,0
38.1479,40.7225,16.8021,13.1633,32.1898,-0.2263,0.2,0
46.6144,46.0583,58.2915,14.8749,28.1788,-0.0302,0.2,0
32.8448,30.7468,37.7612,14.1714,31.8263,-0.2209,-0.2,1
77.9527,61.403,88.0728,36.3352,11.1591,0.4187,0.6,0
43.201,33.8188,25.938,32.0862,26.6358,-0.589,-0.2,0
40.6835,33.4839,46.2732,18.5995,24.8415,-0.1965,-0.2,0
39.6139,40.3519,50.165,11.732,28.6124,-0.1625,0.2,0
48.6303,60.9343,70.797,13.7567,21.3661,-0.0184,-0.2,1
56.388,55.4182,79.5846,16.0877,20.4261,0.1669,0.6,0
50.6939,47.9128,31.7417,14.6621,18.2202,-0.0662,0.6,1
52.6861,44.7253,19.5487,18.009,17.0121,-0.0319,-0.2,1
58.7224,54.341,41.7841,29.2981,16.8253,0.0392,-0.2,1
55.1981,39.0386,52.1172,24.5636,14.9334,0.1206,0.2,1
80.4727,75.0725,90.3041,44.7716,9.4442,0.6389,1.0,0
48.819,47.7788,23.1464,24.5957,25.0257,-0.0927,-0.2,1
57.7409,52.7698,69.3352,26.9616,20.4483,0.2222,0.2,1
52.3857,52.966,21.6684,26.6358,22.9159,0.2655,-0.2,1
67.0453,63.0277,76.9244,27.6104,15.0958,0.3344,0.2,0
47.4105,59.5791,86.2956,14.8107,28.5127,-0.3257,-0.2,1
65.0128,55.1939,84.0404,25.9886,15.0492,0.8136,0.2,0
55.5464,49.6385,65.1243,27.4848,19.2543,-0.1897,0.6,1
60.6509,46.5513,55.6692,22.8957,10.9896,0.347,0.6,0
42.9091,40.6708,22.2666,18.5015,28.042,-0.1182,-0.6,0
44.1364,56.6358,31.7694,18.7796,25.7831,0.0581,0.2,0
44.3355,53.2937,63.9169,13.7738,25.2959,-0.2105,-0.2,1
58.0071,66.9888,63.8848,23.0122,22.8346,0.4317,-0.2,1
52.8493,50.7592,26.8166,22.8428,20.3486,0.1759,-0.2,0
48.9497,53.6079,62.9036,18.379,23.9001,-0.188,-0.2,1
68.6961,62.5278,81.0892,31.0378,15.0235,0.163,0.2,0
47.7648,37.6424,76.607,16.0374,18.3484,-0.152,0.6,1
57.5735,57.3846,38.626,17.995,16.5334,-0.076,-0.2,0
46.1889,41.9748,15.852,17.2994,22.0521,-0.1978,0.6,0
25.02,50.6313,21.5437,8.0414,30.5728,-0.6075,-0.6,1
58.3686,70.8552,92.3843,21.3433,20.2534,0.6257,-0.2,0
48.0214,50.9968,33.0636,17.8835,22.4585,-0.1236,-0.6,1
53.0367,49.3341,84.7938,18.7323,21.138,0.1147,0.2,0
50.594,49.495,94.1383,16.432,25.6245,-0.132,0.2,0
48.926,53.6005,94.0254,13.3669,24.987,-0.0734,0.2,1
56.7459,50.2561,31.8984,26.9497,17.5345,0.0232,0.2,0
37.9996,31.2091,50.2463,20.4226,24.1192,-0.4155,0.2,1
67.3844,61.6844,97.5122,26.891,13.9188,0.5012,0.6,0
36.5179,32.4761,22.255,14.5629,29.5476,-0.3431,-0.6,0
46.035,35.7283,44.9966,15.6435,22.9748,-0.1564,0.6,0
40.2268,39.0981,27.8347,18.0208,21.945,-0.0375,-0.2,1
63.171,51.9684,87.0735,22.8154,14.1481,0.234,0.6,1
74.0487,61.0797,87.938,24.1426,17.6031,0.2902,0.2,0
40.9059,46.8377,67.6789,18.6763,28.8695,-0.0428,0.2,0
34.1636,36.8307,29.8832,14.923,32.5754,-0.4934,-0.2,1
51.8119,53.3028,57.4944,19.0356,21.3696,0.3541,-0.6,0
26.8871,38.5279,1.3299,13.3812,34.4864,-0.8008,-0.2,1
50.3974,57.8324,96.052,18.5393,29.6348,0.1777,0.6,1
56.2781,59.7011,36.4949,21.5118,20.0558,0.2946,-0.2,1
69.547,54.6032,53.7757,32.6277,12.9657,0.4499,-0.2,0
48.1461,41.2149,18.9435,22.5639,16.9535,-0.1389,0.2,0
45.722,50.0593,22.7557,20.1795,19.0687,-0.166,0.2,0
45.7402,53.8001,80.2076,12.9125,26.2604,-0.2425,-0.2,0
45.8998,44.3377,38.4751,13.207,22.3304,0.0164,-0.2,0
36.0317,33.1346,20.0725,13.1236,25.1389,-0.2812,-0.6,1
67.6938,53.0217,25.8471,33.5642,11.9984,0.3839,0.2,0
51.826,42.6189,78.5726,24.466,18.7567,-0.251,-0.2,0
44.4045,62.5527,66.2574,16.6619,28.1168,-0.2554,-0.2,0
34.1595,39.6691,0.8623,12.8294,29.4978,-0.4681,0.2,1
44.2595,50.8905,53.5451,10.8529,29.8275,-0.1048,-0.2,1
59.8475,54.8235,100.0,22.7713,17.5651,0.3709,0.6,0
40.4636,35.2114,83.0039,16.2928,26.6253,-0.0771,0.2,1
53.7364,54.9314,81.437,21.9946,20.9993,0.1399,0.6,1
63.6795,53.3457,95.8611,26.7371,21.4275,0.3093,0.2,0
46.1997,47.8931,37.6777,23.5957,24.8582,-0.1955,0.2,1
70.925,64.1276,99.9879,34.3247,14.8513,0.4925,0.2,0
51.9131,46.6547,59.4875,26.2914,22.5924,-0.045,0.2,1
47.345,48.5491,20.212,21.3086,21.227,-0.0073,-0.2,0
54.6399,44.6058,58.6198,23.4822,16.6065,0.0433,0.2,0
37.4772,31.1276,35.3939,12.4272,26.1274,-0.2492,0.2,1
73.8568,56.3506,76.6663,36.1589,16.944,0.5529,1.0,0
48.444,48.6569,27.0838,24.9729,22.6531,0.0017,-0.2,1
64.0501,63.0429,81.1515,34.3576,13.6981,0.1983,0.2,1
63.1543,66.89,54.2497,35.3022,9.509,0.448,0.2,0
43.9716,47.3033,31.3804,18.3788,21.5015,-0.2296,-0.2,1
46.1806,37.7559,37.8916,22.9538,19.7792,0.0535,0.2,0
34.4138,37.4611,0.1582,15.9336,28.6889,-0.2076,-0.4,1
51.4327,55.0258,100.0,15.6602,21.7009,0.1881,-0.2,1
54.8539,46.4839,28.8518,23.3409,18.0533,0.1237,-0.6,1
55.6647,51.8764,52.2549,24.7808,19.0109,0.0408,0.2,0
46.2105,44.4146,60.6387,22.144,21.5133,-0.2116,0.2,1
56.2176,59.2344,100.0,24.3095,18.3759,0.1031,0.2,1
75.4651,56.4546,58.5168,37.6317,13.0029,0.3968,0.6,0
55.1367,50.1805,52.0663,29.9036,18.0579,-0.3039,-0.2,1
57.2037,42.9444,89.7545,22.7143,17.9636,0.0322,0.2,0
42.7349,34.3522,77.4321,18.4666,24.2909,-0.2822,-0.2,0
31.5084,42.6087,22.4671,11.4045,27.5527,-0.2263,-0.4,1
71.7016,70.2233,91.515,29.5193,13.8789,0.486,0.6,1
64.921,52.1996,32.6594,29.7738,10.3062,0.0514,0.6,1
70.9848,60.4981,75.1412,32.0538,12.6296,0.3274,0.6,0
43.6349,48.9043,30.628,19.8664,20.5208,-0.288,0.2,0
44.6549,42.2027,31.622,18.8219,23.3092,-0.1122,-0.2,0
40.7868,48.5436,6.6706,18.7563,27.3469,-0.1206,-0.6,0
46.586,47.3841,67.0377,22.4405,31.5626,-0.1171,0.2,1
51.8051,49.7407,83.4949,22.7262,24.4126,0.0338,0.2,1
62.1312,70.1869,70.0178,28.7928,19.0805,0.1641,0.2,0
36.3044,38.8922,40.1232,11.7767,44.472,-0.3741,-0.2,1
51.2115,60.1858,88.243,15.2438,33.4255,0.0209,0.6,0
33.6448,41.1552,32.3669,13.1997,38.3374,-0.3189,-0.2,1
62.0216,63.8874,62.0266,28.1836,20.1587,0.4473,0.2,1
64.0896,54.4038,47.2428,29.3031,15.7297,0.172,0.2,1
53.8561,49.1487,19.6449,21.8201,12.7753,0.0359,0.2,0
39.5799,42.4363,29.1687,15.2758,20.2701,-0.2225,0.2,0
42.6095,66.7118,69.9432,13.0503,20.3374,-0.0646,-0.6,1
51.746,50.6843,5.6058,24.2129,14.0271,0.0599,-0.2,1
62.9483,61.3943,72.2912,26.9698,13.5671,0.2392,0.2,0
44.686,39.4075,27.016,21.2811,27.9379,-0.1637,0.2,0
47.2246,57.0349,56.4786,18.6752,26.6046,0.0086,0.2,0
37.2782,40.4844,36.9406,17.3604,20.1145,-0.1216,-0.2,0
24.4811,41.5397,1.197,11.4695,21.9293,-0.233,-0.6,0
30.4575,57.2235,25.4178,8.752,25.6465,-0.0711,-0.6,1
49.6398,46.6945,29.1268,22.7416,18.5414,0.1878,0.2,1
70.7433,65.2998,95.8817,31.4057,12.7029,0.4292,0.2,0
27.0526,35.5447,0.0,16.6391,28.9834,-0.4444,-1.0,0
42.0789,41.2068,11.9024,18.2925,25.0511,-0.0054,-0.2,0
36.9211,35.5058,23.8365,14.3859,31.9048,-0.2141,-0.2,1
49.6043,61.15,80.4865,17.0383,21.5772,0.0411,0.6,1
69.0645,63.9818,76.1695,23.5144,13.0728,0.1932,-0.6,0
35.7677,50.0572,10.2552,11.2775,25.4242,-0.2475,-0.2,1
64.2546,68.038,92.8848,20.9441,15.0606,0.223,0.6,0
43.0639,48.6248,59.4654,13.0106,30.1132,-0.161,0.6,1
55.7091,51.4616,5.3903,23.9673,20.4378,0.1176,-0.6,0
30.7701,33.4578,7.8969,16.3992,32.4777,-0.0587,-0.2,1
39.1019,59.4054,25.3752,16.6057,27.7936,0.0351,-0.2,0
46.217,45.2607,60.608,17.9923,25.1239,-0.1405,-0.2,0
43.3561,62.2554,33.657,19.2995,23.6018,-0.3317,-0.2,0
44.0555,57.2936,29.9896,16.4155,26.4029,0.0152,0.2,1
51.4446,68.7754,56.8654,17.7158,15.2901,0.1272,0.2,1
51.636,59.7403,64.5174,19.7097,11.5124,0.0447,0.6,0
59.2784,65.1545,81.473,23.5232,19.8719,0.0959,0.2,1
63.3426,72.4063,70.5272,25.7924,14.7255,0.5242,0.2,1
67.2055,70.0018,99.9638,26.6177,18.4398,0.2385,0.6,0
